user_id,age,gender,region,subscription_type,payment_method,primary_device,account_age_months,favorite_genre,time_of_day,recommendation_source,session_count,avg_watch_time_minutes_per_week,watch_sessions_per_week,completion_rate,avg_rating_given,app_rating,recommendation_click_rate,days_since_last_login,churned,churn_probability,predicted,experiment
HayfeGpEmgziZFLdTGRb9tm+sxUKlLoUk/7j0X+d63M=,27,Male,Asia,Basic,Gift Card,Laptop,11,Unknown,Unknown,Search,1,54,1,100,2,5,0,0,1,0.5900261395408273,1,transfer
IkBHyrI69pRpqcpPSgo4FaUWAQH/+IVk1g9tH4Khdt4=,27,Male,Asia,Basic,Gift Card,Laptop,33,Unknown,Unknown,Search,1,54,1,100,5,5,0,31,0,0.7423714621345415,1,transfer
0nkZKWazCKWB/q6hAIhq9Oupr1o5JLf1nNuDPw4kK0c=,22,Female,Africa,Basic,Gift Card,Mobile,9,Unknown,Unknown,Algorithm,1,74,1,100,5,5,0,31,1,0.7682009015198961,1,transfer
1TohDwJX7Wt+wO+Rv4TwlBX5LJjEK3mfhbZ7TP/HQPk=,27,Male,Asia,Basic,Gift Card,Laptop,0,Unknown,Unknown,Search,1,54,1,100,5,5,0,31,0,0.7531563485390844,1,transfer
knkrk4gAiwD3q/m0ecOUPfcAKJk5j3xGhs03AQOEZqc=,30,Male,Asia,Basic,Gift Card,Laptop,2,Unknown,Unknown,Trending,1,74,1,100,5,5,0,30,0,0.7245989615712883,1,transfer
MsQpqY+uuQXcd1eAjC32SvKadxZYmv83c4NlBdPlcYc=,25,Female,Asia,Premium,Gift Card,Mobile,13,Unknown,Unknown,Algorithm,1,230,1,23,5,2,0,60,1,0.9030823739549327,1,transfer
VHm4bHCitEOTttXrsxZrJLzdF6j2RZteM4t+WfEwl9s=,26,Female,Africa,Basic,Gift Card,Mobile,56,Unknown,Unknown,Algorithm,1,87,1,100,5,5,0,36,0,0.7196760168983475,1,transfer
IAkeJVRKeBAb/Rc9hXhDDOdSvLd13K0c3TWh3Ubo8d0=,27,Male,Asia,Basic,Gift Card,Laptop,24,Unknown,Unknown,Search,1,74,1,100,2,5,0,1,1,0.6345955376584745,1,transfer
FRPiscpJN7LRtq0Qry6HLx+kRUR9K+ibqNgYgx2eEuM=,27,Male,Asia,Basic,Gift Card,Laptop,3,Unknown,Unknown,Search,1,54,1,100,5,5,0,30,0,0.7546800448387359,1,transfer
vp0Ud0q5tBIucj39UKF6cfdz+HyHvxQ6qnASdy3YA6E=,27,Male,Asia,Basic,Gift Card,Laptop,71,Unknown,Unknown,Search,1,66,1,100,5,5,0,32,0,0.6232957585239277,1,transfer
Sl0oMoXFl2iGovDUUfVnqoUg2Klx8sGxVsyeU6qi03k=,27,Male,Asia,Basic,Gift Card,Laptop,41,Unknown,Unknown,Search,5,70,1,100,4,5,3,30,0,0.76398629043479,1,transfer
yYE1p+i5X5LyZYog0JbPWkiDAn1F4/lit2CE2uZOas0=,27,Male,Asia,Basic,Gift Card,Laptop,33,Unknown,Unknown,Search,1,54,1,100,5,5,0,31,0,0.7423714621345415,1,transfer
cNVDi8YjjIjlu8/Du6MuKuGu2shG+fgRuU+yQEQY3qk=,27,Male,Asia,Basic,Gift Card,Laptop,15,Unknown,Unknown,Search,1,54,1,100,5,5,0,31,0,0.7587768978868563,1,transfer
O430RKO7CsE9YmthTF+aQ1VmMq/EzdhSPANHL/ADVsg=,39,Female,Asia,Basic,Gift Card,Mobile,27,Unknown,Unknown,Algorithm,2,74,1,100,5,5,0,37,0,0.7981215530506641,1,transfer
Z16fel5g27UM/P2Ry+3Is9EXo4Hao6upMbN/9131L2E=,27,Male,Asia,Basic,Gift Card,Laptop,10,Unknown,Unknown,Trending,1,74,1,100,5,5,0,33,0,0.7470344889361927,1,transfer
NipaMi2Z8GklwLt4ut1DP1BoO39zi/6kZWlIM2zBqC8=,27,Male,Asia,Basic,Gift Card,Mobile,41,Unknown,Unknown,Algorithm,1,87,1,23,5,2,0,30,0,0.931597968601228,1,transfer
hm8kOrmW0w62dMkfKgql2lkCktSuThsfpw/ixpb8NDI=,27,Male,Asia,Basic,Paypal,Laptop,33,Unknown,Unknown,Search,1,66,1,100,5,5,0,30,0,0.616721751645253,1,transfer
kAZO1YUvwYLp0FO+P27KEewYjJpjewUIS22psU70ni0=,22,Female,Asia,Basic,Gift Card,Laptop,110,Unknown,Unknown,Trending,1,74,1,100,5,5,0,30,0,0.5635337860468499,1,transfer
AhYAc8e/I4BgilKyIvg+vHJOfHIP2m01QnKWcYBT5/w=,19,Female,Asia,Basic,Gift Card,Laptop,26,Unknown,Unknown,Trending,1,74,1,100,5,5,0,31,0,0.7513791225955915,1,transfer
em/ffIISgKrD9P83xxbpLDluQUBb52wZx957X823OIM=,28,Female,Europe,Basic,Gift Card,Laptop,41,Unknown,Unknown,Trending,1,74,1,100,5,5,0,31,1,0.6841250667074747,1,transfer
4Da+Rpn9QmAJG1kJfmVllGgkUsCc+zJvHOeTJ/VOGt8=,30,Male,Asia,Basic,Gift Card,Laptop,8,Unknown,Unknown,Trending,2,74,1,100,3,5,0,18,0,0.7707685893228268,1,transfer
dk0VwN7sJrvJ3uX1XtCrABdHE1hUAEO1c3/DeoIjoT0=,27,Male,Asia,Basic,Gift Card,Laptop,41,Unknown,Unknown,Search,1,54,1,100,5,5,0,31,0,0.7184119259736348,1,transfer
TYILVEM9DHyPMJaQ/EcnjpzucDaWk7XLPKARpJrIgAw=,27,Male,Asia,Basic,Gift Card,Laptop,18,Unknown,Unknown,Trending,1,74,1,100,5,5,0,30,0,0.7485686400761663,1,transfer
VC/P07Au839oa2KHVbWzkvZhJajajdGLPZ6Ln38sPzY=,27,Male,Asia,Basic,Gift Card,Laptop,33,Unknown,Unknown,Search,1,54,1,100,5,5,0,31,0,0.7423714621345415,1,transfer
mxwfgoUUucrzN76DtOJov/ybzcP6CJT4pDTytexb1hA=,27,Male,Asia,Basic,Gift Card,Laptop,26,Unknown,Unknown,Search,1,55,1,100,5,5,0,31,0,0.7453854986174058,1,transfer
MkM9MmBjx580eziK8SLElbxgx96i3+sGmPxfqdQFeKU=,26,Female,North America,Basic,Paypal,Mobile,33,Unknown,Unknown,Algorithm,1,87,1,100,5,5,0,31,0,0.7147743882328776,1,transfer
83VWg2CLW7MTqDubjgy4ld7dXKX/qptkuSuHqaQOERk=,22,Male,Asia,Premium,Debit Card,Laptop,57,Unknown,Unknown,Trending,2,256,1,23,5,2,0,60,1,0.8585322163806199,1,transfer
2bvlA4zmj05GPiL6MlPKvWLdIqKsgOjK3rkQ399gYaE=,34,Male,Europe,Basic,Paypal,Mobile,56,Unknown,Unknown,Algorithm,1,74,1,100,5,5,0,31,0,0.6812546685773704,1,transfer
Gb0u2t4V8P8RJQtC1fpMmIp6iYVqpJVr+5oACYRUtRQ=,27,Male,Asia,Basic,Gift Card,Laptop,1,Unknown,Unknown,Search,1,66,1,100,5,5,0,31,0,0.734846301233705,1,transfer
CIuA0OWptpIpmsoHfCYtbgm4durg2HeRdni1h4BPW/8=,27,Male,Asia,Basic,Paypal,Laptop,7,Unknown,Unknown,Trending,1,74,1,100,5,5,0,30,0,0.6808232544516979,1,transfer
HbvCehZbI243CKz2xUR7YPV42M44NfV32snobbZL9vA=,45,Male,Asia,Basic,Gift Card,Laptop,137,Unknown,Unknown,Trending,1,74,1,100,5,5,0,30,0,0.5607115056796405,1,transfer
bkx501iBP/zVOtHJ0ZMRoBnXPafxJCG75mNY4G2KHfA=,27,Male,Asia,Basic,Gift Card,Mobile,37,Unknown,Unknown,Algorithm,1,74,1,100,5,5,0,31,1,0.7687430678082479,1,transfer
GAyhgLQl892t+NivT5CYHAgokG/6EmZoK6rjhsnU+yc=,28,Male,North America,Basic,Gift Card,Mobile,49,Unknown,Unknown,Algorithm,1,74,1,100,2,5,0,0,1,0.5516436767497875,1,transfer
hV+n7LLCbQKvtr/vJR5FF0xqDoqnj6IypLmi+Sp+oq8=,27,Male,Asia,Basic,Gift Card,Laptop,17,Unknown,Unknown,Search,3,54,1,100,4,5,0,0,0,0.774792511623037,1,transfer
zWgE1KgT+PXdCPcamAzMVuioLJYNnbQvKXlxlSacGKg=,27,Male,Asia,Basic,Gift Card,Laptop,43,Unknown,Unknown,Search,1,87,1,100,5,5,0,30,0,0.6972287583400628,1,transfer
7XCavI1RijsD68hcXZAlSu9s/pWcwtp9Vp2BA5fk5Hs=,27,Male,Asia,Basic,Gift Card,Mobile,15,Unknown,Unknown,Algorithm,1,74,1,100,5,5,0,31,1,0.7639843107049573,1,transfer
tx/Ry5a50sP6s+YiPhZGnAPH99uwkjvG/MbrBME/MF4=,27,Male,Asia,Basic,Gift Card,Laptop,1,Unknown,Unknown,Search,1,66,1,100,5,5,0,31,0,0.734846301233705,1,transfer
qLbLhOEXfUBrhPgZ5QH7RERO51UKr1a1xzIPbT0Yf3U=,27,Male,Asia,Basic,Gift Card,Laptop,26,Unknown,Unknown,Search,2,60,1,100,3,5,0,0,0,0.7023174529655963,1,transfer
QJNT2iQqP9qpFZVwDdae4fQeAEpV55emSbTOCUom8GE=,27,Female,Asia,Basic,Gift Card,Laptop,10,Unknown,Unknown,Trending,1,74,1,100,5,5,0,33,0,0.7470344889361927,1,transfer
4dm4kVXYW98qgIvgKB69X87apa3sZXgHIWdcFTGaPvU=,31,Female,Asia,Basic,Gift Card,Mobile,18,Unknown,Unknown,Algorithm,1,74,1,100,5,5,0,31,1,0.7425364433212167,1,transfer
zHCsNtl/YUAS+JZCg2lufxAmE/R95dWaAd2kueiXQWA=,36,Female,Asia,Basic,Gift Card,Laptop,128,Unknown,Unknown,Trending,1,74,1,100,5,5,0,30,0,0.5470172294327347,1,transfer
TNx2cU6EYgx/ljUg3voZUnejwW3WOy0BI0npZZYrEJQ=,21,Male,Africa,Basic,Gift Card,Mobile,14,Unknown,Unknown,Algorithm,2,74,1,100,5,5,0,34,0,0.814403382885316,1,transfer
uSMHjt1vhS7jQWuerVeafbvZD8ZtoP9ff9mlaeKTmXE=,25,Male,Asia,Basic,Paypal,Laptop,9,Unknown,Unknown,Trending,3,63,1,100,4,5,33,0,0,0.5045888563855264,1,transfer
EVHw0cXnPvE5ie0Kf+lkcfgUxX6pCD/5mhZXaHc+hag=,27,Male,Asia,Basic,Gift Card,Laptop,32,Unknown,Unknown,Trending,1,74,1,100,5,5,0,31,1,0.7182345830099949,1,transfer
