user_id,age,gender,region,subscription_type,payment_method,primary_device,account_age_months,favorite_genre,time_of_day,recommendation_source,session_count,avg_watch_time_minutes_per_week,watch_sessions_per_week,completion_rate,avg_rating_given,app_rating,recommendation_click_rate,days_since_last_login,churned,churn_probability,predicted,experiment
jbVJ163dTNb2lkTmkJJzBDHPhopXWzdDV+2WO86R538=,27,Male,Asia,Basic,Gift Card,Laptop,62,Unknown,Unknown,Search,1,74,1,100,5,5,0,32,0,0.4181868307606039,0,indomain
2z6zY6sZHPirCUODVnc8R+uEC4MYlkmEssoNifMPr30=,27,Male,Asia,Basic,Gift Card,Laptop,39,Unknown,Unknown,Search,1,54,1,100,5,5,0,31,0,0.01512727616018446,0,indomain
SBavqm49UBgySi+yS0ZRFgZXHryajBAerQVd1dGLpoQ=,27,Male,Asia,Basic,Gift Card,Laptop,33,Unknown,Unknown,Search,1,74,1,100,5,5,0,31,0,0.8575429612889873,1,indomain
InE47ji7AQoCEen78ZRRZ2bcDborsx1rrlryRXyWtcI=,27,Male,Asia,Basic,Gift Card,Laptop,33,Unknown,Unknown,Search,1,54,1,100,5,5,0,31,0,0.015240117949454592,0,indomain
EB212SjG5uz+6H8Goa6fHEZ3KLM2rvK8WSyUrn+MNBI=,18,Male,Africa,Basic,Gift Card,Laptop,96,Unknown,Unknown,Trending,2,74,1,23,5,2,0,60,1,0.9167472880365136,1,indomain
7BGacBMGGDRQg/6nPdH9fMqFJ+KaQhW//HK6KN95610=,27,Male,Asia,Basic,Gift Card,Laptop,6,Unknown,Unknown,Search,1,54,1,100,5,5,0,31,0,0.015059742966609972,0,indomain
t90eBzPh8P5ZKpLsSlUOFHqVgASNbUKcKnWSeJ1y/JA=,27,Male,Europe,Basic,Gift Card,Laptop,150,Unknown,Unknown,Trending,1,74,1,100,5,5,0,31,1,0.9626259148907098,1,indomain
i+NrZJqSObxo0E8T1Hk4VC8V6v6VNIAUtPznRiFn35U=,25,Male,Africa,Premium,Gift Card,Laptop,117,Unknown,Unknown,Trending,1,230,1,23,5,2,0,60,1,0.9761284048292799,1,indomain
YLXzQIIDb5Lsr62ynzuPJAAHBAP75HfCUhymoMewQJM=,46,Male,Europe,Basic,Gift Card,Laptop,62,Unknown,Unknown,Search,1,54,1,100,5,5,0,32,0,0.12176795637450369,0,indomain
IBg+dPlvLQxArEa5cpZx5O8p00G59gc0Jk8Hx98aMi4=,52,Male,Europe,Basic,Gift Card,Laptop,50,Unknown,Unknown,Trending,3,74,1,100,5,5,0,60,1,0.9708847536984224,1,indomain
hmiJ6Pjxn8K/K8EY4sm7aXL5rnosqPcgIFy0hBwdGP8=,26,Female,Asia,Premium,Gift Card,Laptop,108,Unknown,Unknown,Trending,1,230,1,23,5,2,0,60,1,0.9761257151816485,1,indomain
FDcWO4pdpiVgU78dd3e5ANSroyLJT/VHAgXNmUGoGsU=,27,Male,Asia,Basic,Gift Card,Laptop,16,Unknown,Unknown,Search,1,54,1,100,5,5,0,31,0,0.01510320493151861,0,indomain
JwRH0s9k7aq4n6K9fcClGTItEdJJLx5cJNAhZ4WVMPg=,27,Male,Asia,Basic,Gift Card,Mobile,12,Unknown,Unknown,Algorithm,1,87,1,100,5,5,0,30,0,0.01699306965694824,0,indomain
6d2YGr6m75Uod6ouej0xxz6tTiLYy/qUrxAMoaaIjSQ=,27,Female,Europe,Basic,Gift Card,Mobile,18,Unknown,Unknown,Algorithm,2,74,1,100,3,5,0,43,1,0.9681441578894319,1,indomain
zIvtkuSqCYxV/GHVg48qTxxyLRVH0kzITm0E8pyrjVw=,27,Male,Asia,Basic,Gift Card,Mobile,42,Unknown,Unknown,Algorithm,2,74,1,23,5,2,0,60,1,0.9035598703791995,1,indomain
by82vGRYkPZuS4ka6P5B3oaLSKby3n0HxP1BMy8eitY=,20,Male,Asia,Basic,Gift Card,Mobile,10,Unknown,Unknown,Algorithm,2,74,1,100,5,5,0,54,0,0.01968050796500662,0,indomain
YJAJ5YxI9B2ObbYpqAwDGPl1/jB5SyfYp+Q88efo7I0=,27,Male,Asia,Basic,Gift Card,Laptop,19,Unknown,Unknown,Search,1,54,1,100,5,5,0,31,0,0.015118953055630914,0,indomain
9JMsC6UK2kVywPHvdsvKryRFD1uerJr4QbU8eOPaZmI=,51,Male,Asia,Basic,Gift Card,Laptop,81,Unknown,Unknown,Trending,1,74,1,100,5,5,0,31,0,0.9128874897807412,1,indomain
PVuTdiY2tl5CmYUhjxbLJkV005d6BWTZ44e+MY/AY90=,25,Female,Asia,Basic,Gift Card,Mobile,60,Unknown,Unknown,Algorithm,1,74,1,100,5,5,0,36,0,0.1628380308696077,0,indomain
iVIQxjqZj4QsSg7FcODLvKUwJEKfzPqiqozTCdjnPZg=,32,Male,Asia,Basic,Gift Card,Laptop,157,Unknown,Unknown,Trending,3,74,1,100,5,5,0,60,1,0.9586947764219474,1,indomain
8gP9GyWTU/zUD3aAE/bG3h41fNK/52RRg17FcCIhGAU=,32,Male,Asia,Basic,Gift Card,Laptop,71,Unknown,Unknown,Trending,2,74,1,100,5,5,0,50,0,0.018323645759746023,0,indomain
DHJdB5Uz4nmO3BLkC4ul+JvKrSl3G5lMGKN+4evwtpw=,28,Male,Europe,Basic,Debit Card,Laptop,144,Unknown,Unknown,Trending,2,74,1,100,5,5,0,57,0,0.019527439338407483,0,indomain
Ec+/PMAjeR7g1XHZm5u09MO0Vom8CnKJVMReWTqto0c=,27,Male,Asia,Basic,Gift Card,Laptop,15,Unknown,Unknown,Search,1,54,1,100,5,5,0,31,0,0.015104638356301953,0,indomain
NPJCK8+9PJxcikKGbHsvVmxbRROjZ1WdS224A9qEVvw=,27,Male,Asia,Basic,Gift Card,Laptop,7,Unknown,Unknown,Search,1,54,1,100,5,5,0,31,0,0.015045874751078594,0,indomain
E+LmarGeNEyK1i1CsTOnWlfj46BHfX4ZoMFAPrCMpwk=,27,Male,Asia,Basic,Gift Card,Laptop,18,Unknown,Unknown,Search,1,54,1,100,5,5,0,31,0,0.015119046891941268,0,indomain
811Pq9aG3Tz+U5JldUwsERup9XnscRwj8ClWL+zdl0w=,27,Male,Asia,Basic,Gift Card,Laptop,48,Unknown,Unknown,Search,5,74,1,100,5,5,0,60,1,0.9711890879433226,1,indomain
ffsgEzikIhtfopv8Qs1dGI73AfvfXWO7NS7+gdtyXv4=,29,Female,Europe,Basic,Gift Card,Laptop,79,Unknown,Unknown,Trending,1,74,1,100,5,5,0,30,0,0.02041106660494142,0,indomain
wp08jWGgsLfTN/XTGFhB1scfoEtt+2AFkFWBJ5di8HE=,27,Male,Asia,Basic,Gift Card,Laptop,0,Unknown,Unknown,Search,1,55,1,100,5,5,0,31,0,0.01503986037358211,0,indomain
ltbVfwWnFg/zIVWx8mcG5rVWbNxfrBKAkEdXMtejIT4=,35,Male,South America,Basic,Gift Card,Laptop,98,Unknown,Unknown,Trending,1,74,1,100,5,5,0,31,0,0.9475647279929903,1,indomain
M1MeHwJiIK2FImtigHwI+NeZWxmmLOtyMy+nCTbB15U=,23,Male,Asia,Basic,Gift Card,Mobile,7,Unknown,Unknown,Algorithm,1,87,1,100,5,5,0,31,0,0.15548586324364966,0,indomain
dR0GhrACLq2wlMzu/ZjhZ8kjkbHoCTr7H55Y5OPMMw8=,27,Male,Asia,Basic,Gift Card,Laptop,35,Unknown,Unknown,Search,1,74,1,100,5,5,0,31,0,0.6574029898351264,0,indomain
3mfbiJ2AucdxTiGqGJPfkvKVPDrJiFS2ma5ayv1W6gU=,16,Female,Asia,Basic,Gift Card,Mobile,27,Unknown,Unknown,Algorithm,1,74,1,100,5,5,0,31,1,0.9238340591243646,1,indomain
IzlpbXWgDIv/Gp6xWiR2BeqQcXkom0dwNWEfX02xB2Q=,27,Male,Europe,Basic,Gift Card,Laptop,10,Unknown,Unknown,Trending,1,74,1,100,2,5,0,4,1,0.9678070513969635,1,indomain
0mdSyEz1tQsVUPW1n7nZtqWZBfPwEio50/H5zB9GzZg=,30,Male,Africa,Standard,Gift Card,Laptop,65,Unknown,Unknown,Trending,1,194,1,23,5,2,0,60,1,0.9761020916941971,1,indomain
K23CFYovaKdBrxMLI7mJSTIPDHreBz3eDgyMrJkKS4w=,41,Female,Asia,Basic,Gift Card,Laptop,38,Unknown,Unknown,Search,2,74,1,100,3,5,0,0,1,0.9337014173782747,1,indomain
+c9pYJbkJMYis0GDcYmFqkltvlh4izq27FYwg7/ygTI=,27,Male,Asia,Basic,Gift Card,Laptop,33,Unknown,Unknown,Search,1,54,1,100,5,5,0,31,0,0.015240117949454592,0,indomain
0UxT2/+/9aETriyX9vVnfsExvG+SecOUbyrklmOctKM=,27,Male,Asia,Basic,Gift Card,Laptop,33,Unknown,Unknown,Search,1,74,1,100,5,5,0,31,0,0.8575429612889873,1,indomain
Ijjem2/hZcu0w5FBln00gfZ8qbJGD1LMNNFofCMcB1w=,27,Male,Asia,Basic,Gift Card,Laptop,11,Unknown,Unknown,Search,1,54,1,100,2,5,0,0,1,0.9760100980094654,1,indomain
wqB1wUdyaJBWH98F98c+RNtZBXYkR0EGBAPbL/VW02c=,25,Male,Asia,Basic,Gift Card,Laptop,22,Unknown,Unknown,Search,1,74,1,100,5,5,0,31,0,0.4773289361524893,0,indomain
G9Xcljzg4oTUWp1IiQPZAReILakOVsm5S5gYZ3qVdh8=,29,Male,Asia,Basic,Gift Card,Laptop,68,Unknown,Unknown,Trending,1,74,1,100,5,5,0,30,0,0.019993593732270852,0,indomain
rf7/wsUFAnZkeOY2kedRba/tZWNKre8o7ATisBom5PQ=,27,Male,Asia,Basic,Gift Card,Laptop,10,Unknown,Unknown,Search,1,54,1,100,5,5,0,30,0,0.015003941614852856,0,indomain
JmvI8RYM5PD40hzrBlGYPnOWIsmawX/hZJvLIp8eHHc=,27,Male,Asia,Basic,Gift Card,Laptop,17,Unknown,Unknown,Search,2,54,1,100,5,5,0,60,1,0.9747463401050537,1,indomain
gG7pdX+hAg5xnzIUexlUtphhC+pFCKi/6qiUr/wwH34=,24,Male,Asia,Basic,Gift Card,Mobile,7,Unknown,Unknown,Algorithm,1,87,1,100,5,5,0,30,0,0.016346249898164123,0,indomain
dW5oYrfTVCboMCII8bCXg8kdsgwEIKkbj0hPdHgLu94=,27,Male,Asia,Basic,Gift Card,Mobile,41,Unknown,Unknown,Algorithm,1,74,1,100,5,5,0,31,1,0.931037147252741,1,indomain
AnTe+l1tV3/LuVl1fsDjl4zx248erAo3regBqLgA3z4=,30,Female,Europe,Basic,Gift Card,Laptop,66,Unknown,Unknown,Search,1,55,1,100,5,5,0,32,0,0.03952162419141784,0,indomain
7DcaMY3qdkBw98qtszWbqQ7/R+oVIJSVSAPcN0fpF18=,27,Male,Asia,Basic,Gift Card,Laptop,19,Unknown,Unknown,Search,1,54,1,100,5,5,0,31,0,0.015118953055630914,0,indomain
a60XSFBmgMAF8W/6G50NowHl4lpp4Qpkg+xctloIhd0=,39,Male,Asia,Basic,Gift Card,Laptop,121,Unknown,Unknown,Trending,1,74,1,100,5,5,0,30,0,0.01798649184094814,0,indomain
UjwDvKLt2Bmn7owGZewZiyRmPnLKWDJXHu7koeQ+U04=,27,Male,Asia,Basic,Gift Card,Laptop,52,Unknown,Unknown,Search,1,54,1,100,5,5,0,31,0,0.015643064932857,0,indomain
ruf8zqZMyim0zhV68BwwwLJ6IlawpBwU2Xjh2k5ZwzE=,27,Male,Asia,Basic,Gift Card,Laptop,9,Unknown,Unknown,Search,1,54,1,100,5,5,0,31,0,0.01504762713977201,0,indomain
hHbqWkFM1Z9aArVspp6xNIu96HWRYfj3Y3GcI1lN3P4=,20,Male,Asia,Basic,Gift Card,Laptop,117,Unknown,Unknown,Trending,1,74,1,100,5,5,0,31,1,0.965251211195414,1,indomain
